Year CollectionDate Gene Subtype Syn Distance DivPerSite
1999 1999.093 1-PB2 H3N2 S 21 0.0368592456553415
1999 1999 1-PB2 H3N2 S 14 0.0245728304368943
1999 1999.129 1-PB2 H3N2 S 12 0.0210624260887666
1999 1999.115 1-PB2 H3N2 S 12 0.0210624260887666
1999 1998.992 1-PB2 H3N2 S 19 0.0333488413072137
1999 1999 1-PB2 H3N2 S 23 0.0403696500034692
1999 1999.033 1-PB2 H3N2 S 11 0.0193072239147027
1999 1999.066 1-PB2 H3N2 S 12 0.0210624260887666
1999 1999 1-PB2 H3N2 S 7 0.0122864152184472
1999 1999.225 1-PB2 H3N2 S 12 0.0210624260887666
1999 1998.72 1-PB2 H3N2 S 20 0.0351040434812776
1999 1999.066 1-PB2 H3N2 S 12 0.0210624260887666
1999 1999 1-PB2 H3N2 S 22 0.0386144478294054
1999 1999.129 1-PB2 H3N2 S 11 0.0193072239147027
1999 1998.893 1-PB2 H3N2 S 13 0.0228176282628304
1999 1999 1-PB2 H3N2 S 11 0.0193072239147027
1999 1999.162 1-PB2 H3N2 S 11 0.0193072239147027
1999 1999 1-PB2 H3N2 S 11 0.0193072239147027
2000 2000.107 1-PB2 H3N2 S 19 0.0333488413072137
2000 2000 1-PB2 H3N2 S 8 0.014041617392511
2000 1999.995 1-PB2 H3N2 S 16 0.0280832347850221
2000 2000 1-PB2 H3N2 S 10 0.0175520217406388
2000 2000.014 1-PB2 H3N2 S 16 0.0280832347850221
2000 2000.06 1-PB2 H3N2 S 18 0.0315936391331498
2000 1999.967 1-PB2 H3N2 S 17 0.029838436959086
2000 2000 1-PB2 H3N2 S 20 0.0351040434812776
2000 1999.959 1-PB2 H3N2 S 17 0.029838436959086
2000 2000 1-PB2 H3N2 S 8 0.014041617392511
2000 2000.093 1-PB2 H3N2 S 5 0.0087760108703194
2000 1999.896 1-PB2 H3N2 S 18 0.0315936391331498
2000 1999.953 1-PB2 H3N2 S 17 0.029838436959086
2000 2000.071 1-PB2 H3N2 S 18 0.0315936391331498
2000 1999.986 1-PB2 H3N2 S 4 0.00702080869625552
2000 2000 1-PB2 H3N2 S 9 0.0157968195665749
2000 2000 1-PB2 H3N2 S 18 0.0315936391331498
2000 2000.101 1-PB2 H3N2 S 17 0.029838436959086
2000 2000 1-PB2 H3N2 S 9 0.0157968195665749
2000 2000 1-PB2 H3N2 S 9 0.0157968195665749
2000 2000.011 1-PB2 H3N2 S 16 0.0280832347850221
2000 2000.074 1-PB2 H3N2 S 19 0.0333488413072137
2000 2000 1-PB2 H3N2 S 22 0.0386144478294054
2000 2000.011 1-PB2 H3N2 S 5 0.0087760108703194
2000 1999.986 1-PB2 H3N2 S 16 0.0280832347850221
2000 1999.926 1-PB2 H3N2 S 18 0.0315936391331498
2000 1999.833 1-PB2 H3N2 S 16 0.0280832347850221
2000 1999.956 1-PB2 H3N2 S 17 0.029838436959086
2000 2000.107 1-PB2 H3N2 S 18 0.0315936391331498
2000 1999.953 1-PB2 H3N2 S 16 0.0280832347850221
2000 2000.063 1-PB2 H3N2 S 16 0.0280832347850221
2000 1999.74 1-PB2 H3N2 S 14 0.0245728304368943
2000 2000.341 1-PB2 H3N2 S 20 0.0351040434812776
2000 2000 1-PB2 H3N2 S 9 0.0157968195665749
2000 2000.005 1-PB2 H3N2 S 5 0.0087760108703194
2000 1999.756 1-PB2 H3N2 S 15 0.0263280326109582
2000 2000.046 1-PB2 H3N2 S 18 0.0315936391331498
2000 2000 1-PB2 H3N2 S 9 0.0157968195665749
2000 2000 1-PB2 H3N2 S 8 0.014041617392511
2000 2000.005 1-PB2 H3N2 S 19 0.0333488413072137
2000 2000 1-PB2 H3N2 S 10 0.0175520217406388
2000 2000.025 1-PB2 H3N2 S 5 0.0087760108703194
2000 2000.164 1-PB2 H3N2 S 7 0.0122864152184472
2000 2000 1-PB2 H3N2 S 8 0.014041617392511
2000 1999.778 1-PB2 H3N2 S 15 0.0263280326109582
2000 2000.098 1-PB2 H3N2 S 19 0.0333488413072137
2000 1999.932 1-PB2 H3N2 S 20 0.0351040434812776
2000 2000.008 1-PB2 H3N2 S 5 0.0087760108703194
2000 1999.923 1-PB2 H3N2 S 17 0.029838436959086
2000 1999.855 1-PB2 H3N2 S 14 0.0245728304368943
2004 2003.992 1-PB2 H3N2 S 41 0.0719632891366191
2004 2003.956 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.622 1-PB2 H3N2 S 26 0.0456352565256609
2004 2003.885 1-PB2 H3N2 S 41 0.0719632891366191
2004 2003.537 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.934 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.877 1-PB2 H3N2 S 42 0.0737184913106829
2004 2004.068 1-PB2 H3N2 S 27 0.0473904586997248
2004 2003.847 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.934 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.819 1-PB2 H3N2 S 41 0.0719632891366191
2004 2003.83 1-PB2 H3N2 S 41 0.0719632891366191
2004 2003.822 1-PB2 H3N2 S 40 0.0702080869625552
2004 2003.893 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.962 1-PB2 H3N2 S 40 0.0702080869625552
2004 2003.948 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.531 1-PB2 H3N2 S 42 0.0737184913106829
2004 2004.309 1-PB2 H3N2 S 29 0.0509008630478525
2004 2004.052 1-PB2 H3N2 S 39 0.0684528847884913
2004 2004.014 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.69 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.616 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.625 1-PB2 H3N2 S 46 0.0807393000069385
2004 2003.904 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.863 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.764 1-PB2 H3N2 S 24 0.0421248521775331
2004 2003.534 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.962 1-PB2 H3N2 S 37 0.0649424804403635
2004 2004.213 1-PB2 H3N2 S 27 0.0473904586997248
2004 2003.882 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.534 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.709 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.537 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.646 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.904 1-PB2 H3N2 S 41 0.0719632891366191
2004 2004 1-PB2 H3N2 S 30 0.0526560652219164
2004 2003.838 1-PB2 H3N2 S 39 0.0684528847884913
2004 2003.515 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.885 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.696 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.501 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.559 1-PB2 H3N2 S 44 0.0772288956588107
2004 2004.164 1-PB2 H3N2 S 27 0.0473904586997248
2004 2004.022 1-PB2 H3N2 S 44 0.0772288956588107
2004 2003.833 1-PB2 H3N2 S 40 0.0702080869625552
2004 2003.518 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.638 1-PB2 H3N2 S 43 0.0754736934847468
2004 2003.838 1-PB2 H3N2 S 42 0.0737184913106829
2004 2003.921 1-PB2 H3N2 S 40 0.0702080869625552
2004 2003.825 1-PB2 H3N2 S 41 0.0719632891366191
2002 2002.016 1-PB2 H3N2 S 32 0.0561664695700442
2002 2002.085 1-PB2 H3N2 S 30 0.0526560652219164
2002 2002.058 1-PB2 H3N2 S 28 0.0491456608737886
2002 2002.446 1-PB2 H3N2 S 34 0.0596768739181719
2002 2001.523 1-PB2 H3N2 S 10 0.0175520217406388
2002 2002.058 1-PB2 H3N2 S 29 0.0509008630478525
2002 2002.485 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.159 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.019 1-PB2 H3N2 S 31 0.0544112673959803
2002 2002.093 1-PB2 H3N2 S 28 0.0491456608737886
2002 2002.367 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.173 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.17 1-PB2 H3N2 S 27 0.0473904586997248
2002 2002 1-PB2 H3N2 S 36 0.0631872782662997
2002 2001.531 1-PB2 H3N2 S 30 0.0526560652219164
2002 2002.153 1-PB2 H3N2 S 32 0.0561664695700442
2002 2002.101 1-PB2 H3N2 S 32 0.0561664695700442
2002 2002.162 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.488 1-PB2 H3N2 S 34 0.0596768739181719
2002 2001.699 1-PB2 H3N2 S 30 0.0526560652219164
2002 2002.041 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.433 1-PB2 H3N2 S 33 0.057921671744108
2002 2001.529 1-PB2 H3N2 S 10 0.0175520217406388
2002 2002.162 1-PB2 H3N2 S 30 0.0526560652219164
2002 2002.074 1-PB2 H3N2 S 29 0.0509008630478525
2002 2001.655 1-PB2 H3N2 S 29 0.0509008630478525
2002 2002.353 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.016 1-PB2 H3N2 S 36 0.0631872782662997
2002 2002.466 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.153 1-PB2 H3N2 S 32 0.0561664695700442
2002 2001.526 1-PB2 H3N2 S 20 0.0351040434812776
2002 2002.46 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.11 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.479 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002 1-PB2 H3N2 S 35 0.0614320760922358
2002 2002.153 1-PB2 H3N2 S 29 0.0509008630478525
2002 2002.479 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.309 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.082 1-PB2 H3N2 S 32 0.0561664695700442
2002 2002.436 1-PB2 H3N2 S 33 0.057921671744108
2002 2002.296 1-PB2 H3N2 S 33 0.057921671744108
2002 2002 1-PB2 H3N2 S 25 0.043880054351597
2002 2002.279 1-PB2 H3N2 S 32 0.0561664695700442
2002 2002.345 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.134 1-PB2 H3N2 S 34 0.0596768739181719
2002 2002.036 1-PB2 H3N2 S 35 0.0614320760922358
2002 2002.457 1-PB2 H3N2 S 32 0.0561664695700442
2002 2001.644 1-PB2 H3N2 S 30 0.0526560652219164
2002 2001.63 1-PB2 H3N2 S 30 0.0526560652219164
2002 2001.984 1-PB2 H3N2 S 34 0.0596768739181719
2003 2002.649 1-PB2 H3N2 S 34 0.0596768739181719
2003 2002.641 1-PB2 H3N2 S 32 0.0561664695700442
2003 2003.474 1-PB2 H3N2 S 43 0.0754736934847468
2003 2002.649 1-PB2 H3N2 S 32 0.0561664695700442
2003 2002.556 1-PB2 H3N2 S 36 0.0631872782662997
2003 2002.518 1-PB2 H3N2 S 35 0.0614320760922358
2003 2002.523 1-PB2 H3N2 S 33 0.057921671744108
2003 2003.085 1-PB2 H3N2 S 28 0.0491456608737886
2003 2002.553 1-PB2 H3N2 S 28 0.0491456608737886
2003 2003 1-PB2 H3N2 S 26 0.0456352565256609
2003 2002.742 1-PB2 H3N2 S 28 0.0491456608737886
2003 2003.345 1-PB2 H3N2 S 31 0.0544112673959803
2003 2003.381 1-PB2 H3N2 S 42 0.0737184913106829
2003 2003.299 1-PB2 H3N2 S 29 0.0509008630478525
2003 2003 1-PB2 H3N2 S 28 0.0491456608737886
2003 2002.611 1-PB2 H3N2 S 35 0.0614320760922358
2003 2003.496 1-PB2 H3N2 S 43 0.0754736934847468
2003 2002.518 1-PB2 H3N2 S 34 0.0596768739181719
2003 2003.471 1-PB2 H3N2 S 42 0.0737184913106829
2003 2002.562 1-PB2 H3N2 S 36 0.0631872782662997
2003 2002.564 1-PB2 H3N2 S 34 0.0596768739181719
2003 2003 1-PB2 H3N2 S 29 0.0509008630478525
2003 2003.118 1-PB2 H3N2 S 29 0.0509008630478525
2003 2003.455 1-PB2 H3N2 S 30 0.0526560652219164
2003 2002.688 1-PB2 H3N2 S 33 0.057921671744108
2003 2003.485 1-PB2 H3N2 S 44 0.0772288956588107
2003 2003.211 1-PB2 H3N2 S 27 0.0473904586997248
2003 2003.17 1-PB2 H3N2 S 30 0.0526560652219164
2003 2002.699 1-PB2 H3N2 S 30 0.0526560652219164
2003 2003.214 1-PB2 H3N2 S 27 0.0473904586997248
2003 2002.611 1-PB2 H3N2 S 35 0.0614320760922358
2003 2002.581 1-PB2 H3N2 S 36 0.0631872782662997
2003 2003.471 1-PB2 H3N2 S 43 0.0754736934847468
2003 2003.134 1-PB2 H3N2 S 28 0.0491456608737886
2003 2003.468 1-PB2 H3N2 S 44 0.0772288956588107
2003 2003.493 1-PB2 H3N2 S 43 0.0754736934847468
2003 2002.518 1-PB2 H3N2 S 34 0.0596768739181719
2003 2003.488 1-PB2 H3N2 S 42 0.0737184913106829
2003 2003.181 1-PB2 H3N2 S 29 0.0509008630478525
2003 2003 1-PB2 H3N2 S 25 0.043880054351597
2003 2002.918 1-PB2 H3N2 S 32 0.0561664695700442
2003 2003.477 1-PB2 H3N2 S 43 0.0754736934847468
2003 2002.515 1-PB2 H3N2 S 33 0.057921671744108
2003 2002.594 1-PB2 H3N2 S 36 0.0631872782662997
2003 2003.096 1-PB2 H3N2 S 27 0.0473904586997248
2003 2003.378 1-PB2 H3N2 S 44 0.0772288956588107
2003 2002.523 1-PB2 H3N2 S 34 0.0596768739181719
2003 2003 1-PB2 H3N2 S 43 0.0754736934847468
2003 2003.271 1-PB2 H3N2 S 30 0.0526560652219164
2003 2002.526 1-PB2 H3N2 S 34 0.0596768739181719
2001 2000.538 1-PB2 H3N2 S 7 0.0122864152184472
2001 2000.765 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.77 1-PB2 H3N2 S 7 0.0122864152184472
2001 2000.677 1-PB2 H3N2 S 19 0.0333488413072137
2001 2000.647 1-PB2 H3N2 S 7 0.0122864152184472
2001 2000.831 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.899 1-PB2 H3N2 S 10 0.0175520217406388
2001 2000.727 1-PB2 H3N2 S 24 0.0421248521775331
2001 2000.724 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.686 1-PB2 H3N2 S 9 0.0157968195665749
2001 2001.197 1-PB2 H3N2 S 28 0.0491456608737886
2001 2000.77 1-PB2 H3N2 S 10 0.0175520217406388
2001 2001.055 1-PB2 H3N2 S 27 0.0473904586997248
2001 2000.585 1-PB2 H3N2 S 6 0.0105312130443833
2001 2000.768 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.738 1-PB2 H3N2 S 19 0.0333488413072137
2001 2001.216 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.686 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.68 1-PB2 H3N2 S 19 0.0333488413072137
2001 2000.721 1-PB2 H3N2 S 19 0.0333488413072137
2001 2001.214 1-PB2 H3N2 S 19 0.0333488413072137
2001 2001.43 1-PB2 H3N2 S 10 0.0175520217406388
2001 2000.754 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.779 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.751 1-PB2 H3N2 S 8 0.014041617392511
2001 2001.29 1-PB2 H3N2 S 20 0.0351040434812776
2001 2000.721 1-PB2 H3N2 S 25 0.043880054351597
2001 2000.615 1-PB2 H3N2 S 19 0.0333488413072137
2001 2001.312 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.721 1-PB2 H3N2 S 24 0.0421248521775331
2001 2000.675 1-PB2 H3N2 S 19 0.0333488413072137
2001 2000.68 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.653 1-PB2 H3N2 S 6 0.0105312130443833
2001 2001.351 1-PB2 H3N2 S 20 0.0351040434812776
2001 2000.77 1-PB2 H3N2 S 7 0.0122864152184472
2001 2000.732 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.721 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.598 1-PB2 H3N2 S 6 0.0105312130443833
2001 2000.713 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.79 1-PB2 H3N2 S 7 0.0122864152184472
2001 2000.8 1-PB2 H3N2 S 7 0.0122864152184472
2001 2000.686 1-PB2 H3N2 S 23 0.0403696500034692
2001 2000.8 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.792 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.718 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.798 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.74 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.776 1-PB2 H3N2 S 9 0.0157968195665749
2001 2000.705 1-PB2 H3N2 S 8 0.014041617392511
2001 2000.814 1-PB2 H3N2 S 8 0.014041617392511
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005.285 1-PB2 H3N2 S 27 0.0473904586997248
2005 2005.383 1-PB2 H3N2 S 30 0.0526560652219164
2005 2004.978 1-PB2 H3N2 S 31 0.0544112673959803
2005 2004.62 1-PB2 H3N2 S 31 0.0544112673959803
2005 2004.956 1-PB2 H3N2 S 29 0.0509008630478525
2005 2004.762 1-PB2 H3N2 S 32 0.0561664695700442
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2005 2004.986 1-PB2 H3N2 S 29 0.0509008630478525
2005 2005.088 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005.364 1-PB2 H3N2 S 29 0.0509008630478525
2005 2004.645 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005.049 1-PB2 H3N2 S 33 0.057921671744108
2005 2004.705 1-PB2 H3N2 S 30 0.0526560652219164
2005 2004.937 1-PB2 H3N2 S 30 0.0526560652219164
2005 2004.973 1-PB2 H3N2 S 29 0.0509008630478525
2005 2005.027 1-PB2 H3N2 S 34 0.0596768739181719
2005 2004.718 1-PB2 H3N2 S 34 0.0596768739181719
2005 2004.724 1-PB2 H3N2 S 32 0.0561664695700442
2005 2005.088 1-PB2 H3N2 S 33 0.057921671744108
2005 2004.779 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005.356 1-PB2 H3N2 S 28 0.0491456608737886
2005 2004.664 1-PB2 H3N2 S 30 0.0526560652219164
2005 2004.784 1-PB2 H3N2 S 32 0.0561664695700442
2005 2005 1-PB2 H3N2 S 27 0.0473904586997248
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005.288 1-PB2 H3N2 S 27 0.0473904586997248
2005 2004.757 1-PB2 H3N2 S 33 0.057921671744108
2005 2004.82 1-PB2 H3N2 S 33 0.057921671744108
2005 2005.285 1-PB2 H3N2 S 27 0.0473904586997248
2005 2004.746 1-PB2 H3N2 S 30 0.0526560652219164
2005 2005.085 1-PB2 H3N2 S 31 0.0544112673959803
2005 2004.94 1-PB2 H3N2 S 31 0.0544112673959803
2005 2004.934 1-PB2 H3N2 S 29 0.0509008630478525
2005 2004.811 1-PB2 H3N2 S 33 0.057921671744108
2005 2004.721 1-PB2 H3N2 S 31 0.0544112673959803
2005 2005.175 1-PB2 H3N2 S 34 0.0596768739181719
2005 2005.077 1-PB2 H3N2 S 32 0.0561664695700442
2005 2005.025 1-PB2 H3N2 S 31 0.0544112673959803
2005 2004.97 1-PB2 H3N2 S 32 0.0561664695700442
2005 2005.446 1-PB2 H3N2 S 28 0.0491456608737886
2005 2004.628 1-PB2 H3N2 S 29 0.0509008630478525
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2005 2004.691 1-PB2 H3N2 S 32 0.0561664695700442
2005 2004.612 1-PB2 H3N2 S 29 0.0509008630478525
2005 2005 1-PB2 H3N2 S 30 0.0526560652219164
2006 2005.638 1-PB2 H3N2 S 32 0.0561664695700442
2006 2005.663 1-PB2 H3N2 S 28 0.0491456608737886
2006 2005.6 1-PB2 H3N2 S 30 0.0526560652219164
2006 2006.145 1-PB2 H3N2 S 32 0.0561664695700442
2006 2006 1-PB2 H3N2 S 30 0.0526560652219164
2006 2006.06 1-PB2 H3N2 S 31 0.0544112673959803
2006 2005.581 1-PB2 H3N2 S 29 0.0509008630478525
2006 2005.526 1-PB2 H3N2 S 30 0.0526560652219164
2006 2006.192 1-PB2 H3N2 S 30 0.0526560652219164
2006 2005.871 1-PB2 H3N2 S 34 0.0596768739181719
2006 2005.627 1-PB2 H3N2 S 30 0.0526560652219164
2006 2005.753 1-PB2 H3N2 S 34 0.0596768739181719
2006 2005.986 1-PB2 H3N2 S 32 0.0561664695700442
2006 2005.663 1-PB2 H3N2 S 30 0.0526560652219164
2006 2006.178 1-PB2 H3N2 S 31 0.0544112673959803
2006 2005.995 1-PB2 H3N2 S 34 0.0596768739181719
2006 2005.507 1-PB2 H3N2 S 29 0.0509008630478525
2006 2005.553 1-PB2 H3N2 S 32 0.0561664695700442
2006 2006.162 1-PB2 H3N2 S 39 0.0684528847884913
2006 2005.8 1-PB2 H3N2 S 29 0.0509008630478525
2006 2005.641 1-PB2 H3N2 S 29 0.0509008630478525
2006 2006 1-PB2 H3N2 S 34 0.0596768739181719
2006 2006.156 1-PB2 H3N2 S 31 0.0544112673959803
2006 2005.578 1-PB2 H3N2 S 30 0.0526560652219164
2006 2005.608 1-PB2 H3N2 S 31 0.0544112673959803
2006 2005.537 1-PB2 H3N2 S 30 0.0526560652219164
2006 2005.781 1-PB2 H3N2 S 30 0.0526560652219164
2006 2006.159 1-PB2 H3N2 S 38 0.0666976826144274
2006 2005.537 1-PB2 H3N2 S 32 0.0561664695700442
2006 2006.063 1-PB2 H3N2 S 32 0.0561664695700442
2006 2005.523 1-PB2 H3N2 S 31 0.0544112673959803
2006 2005.605 1-PB2 H3N2 S 27 0.0473904586997248
2006 2005.627 1-PB2 H3N2 S 31 0.0544112673959803
2006 2006.178 1-PB2 H3N2 S 37 0.0649424804403635
2006 2006 1-PB2 H3N2 S 33 0.057921671744108
2006 2006.257 1-PB2 H3N2 S 38 0.0666976826144274
2006 2006.203 1-PB2 H3N2 S 38 0.0666976826144274
2006 2005.627 1-PB2 H3N2 S 33 0.057921671744108
2006 2005.699 1-PB2 H3N2 S 31 0.0544112673959803
2006 2006.03 1-PB2 H3N2 S 35 0.0614320760922358
2006 2005.811 1-PB2 H3N2 S 31 0.0544112673959803
2006 2006.123 1-PB2 H3N2 S 33 0.057921671744108
2006 2006.101 1-PB2 H3N2 S 34 0.0596768739181719
2006 2006.126 1-PB2 H3N2 S 39 0.0684528847884913
2006 2005.572 1-PB2 H3N2 S 31 0.0544112673959803
2006 2005.529 1-PB2 H3N2 S 30 0.0526560652219164
2006 2005.622 1-PB2 H3N2 S 30 0.0526560652219164
2006 2006.164 1-PB2 H3N2 S 34 0.0596768739181719
2006 2006.197 1-PB2 H3N2 S 31 0.0544112673959803
2006 2006.164 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.137 1-PB2 H3N2 S 33 0.057921671744108
2007 2006.797 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.449 1-PB2 H3N2 S 36 0.0631872782662997
2007 2007.099 1-PB2 H3N2 S 33 0.057921671744108
2007 2007.468 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.175 1-PB2 H3N2 S 33 0.057921671744108
2007 2007 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.43 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.477 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.37 1-PB2 H3N2 S 36 0.0631872782662997
2007 2007.06 1-PB2 H3N2 S 36 0.0631872782662997
2007 2007.115 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.468 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007 1-PB2 H3N2 S 36 0.0631872782662997
2007 2007.112 1-PB2 H3N2 S 37 0.0649424804403635
2007 2007.195 1-PB2 H3N2 S 32 0.0561664695700442
2007 2007.118 1-PB2 H3N2 S 33 0.057921671744108
2007 2007.178 1-PB2 H3N2 S 38 0.0666976826144274
2007 2007.099 1-PB2 H3N2 S 36 0.0631872782662997
2007 2007.477 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.104 1-PB2 H3N2 S 33 0.057921671744108
2007 2007.441 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007 1-PB2 H3N2 S 37 0.0649424804403635
2007 2007.104 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.164 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.181 1-PB2 H3N2 S 33 0.057921671744108
2007 2007.422 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.468 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.299 1-PB2 H3N2 S 32 0.0561664695700442
2007 2006.877 1-PB2 H3N2 S 37 0.0649424804403635
2007 2007.375 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.104 1-PB2 H3N2 S 33 0.057921671744108
2007 2007.466 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.488 1-PB2 H3N2 S 33 0.057921671744108
2007 2007.164 1-PB2 H3N2 S 30 0.0526560652219164
2007 2007.156 1-PB2 H3N2 S 34 0.0596768739181719
2007 2007.249 1-PB2 H3N2 S 33 0.057921671744108
2007 2006.819 1-PB2 H3N2 S 35 0.0614320760922358
2007 2007.178 1-PB2 H3N2 S 33 0.057921671744108
2007 2007 1-PB2 H3N2 S 36 0.0631872782662997
2007 2007.23 1-PB2 H3N2 S 29 0.0509008630478525
