MinFreq Project Subtype Sample NumVariants
0.011 flu-McCrone H3N2 HS1532 1
0.011 flu-McCrone H3N2 HS1535 2
0.011 flu-McCrone H3N2 HS1536 3
0.011 flu-McCrone H3N2 HS1537 1
0.011 flu-McCrone H3N2 HS1543 2
0.011 flu-McCrone H3N2 HS1544 4
0.011 flu-McCrone H3N2 HS1562 4
0.011 flu-McCrone H3N2 HS1563 4
0.011 flu-McCrone H3N2 HS1564 3
0.011 flu-McCrone H3N2 HS1566 4
0.011 flu-McCrone H3N2 HS1567 4
0.011 flu-McCrone H3N2 HS1573 4
0.011 flu-McCrone H3N2 HS1579 5
0.011 flu-McCrone H3N2 HS1595 7
0.011 flu-McCrone H3N2 HS1596 2
0.011 flu-McCrone H3N2 HS1604 3
0.011 flu-McCrone H3N2 HS1607 1
0.011 flu-McCrone H3N2 MH7385 1
0.011 flu-McCrone H3N2 MH7390 5
0.011 flu-McCrone H3N2 MH7391 5
0.011 flu-McCrone H3N2 MH7409 4
0.011 flu-McCrone H3N2 MH7440 8
0.011 flu-McCrone H3N2 MH7455 3
0.011 flu-McCrone H3N2 MH7492 3
0.011 flu-McCrone H3N2 MH7505 9
0.011 flu-McCrone H3N2 MH7520 6
0.011 flu-McCrone H3N2 MH7564 3
0.011 flu-McCrone H3N2 MH7565 2
0.011 flu-McCrone H3N2 MH7611 10
0.011 flu-McCrone H3N2 MH7612 2
0.011 flu-McCrone H3N2 MH7627 8
0.011 flu-McCrone H3N2 MH7687 3
0.011 flu-McCrone H3N2 MH7755 5
0.011 flu-McCrone H3N2 MH7796 5
0.011 flu-McCrone H3N2 MH7799 8
0.011 flu-McCrone H3N2 MH7800 8
0.011 flu-McCrone H3N2 MH7804 4
0.011 flu-McCrone H3N2 MH7843 4
0.011 flu-McCrone H3N2 MH7844 3
0.011 flu-McCrone H3N2 MH7845 9
0.011 flu-McCrone H3N2 MH7851 7
0.011 flu-McCrone H3N2 MH7852 19
0.011 flu-McCrone H3N2 MH7855 3
0.011 flu-McCrone H3N2 MH7860 30
0.011 flu-McCrone H3N2 MH7884 11
0.011 flu-McCrone H3N2 MH7885 2
0.011 flu-McCrone H3N2 MH7886 6
0.011 flu-McCrone H3N2 MH7890 6
0.011 flu-McCrone H3N2 MH7891 4
0.011 flu-McCrone H3N2 MH7893 4
0.011 flu-McCrone H3N2 MH7905 5
0.011 flu-McCrone H3N2 MH7953 5
0.011 flu-McCrone H3N2 MH8041 2
0.011 flu-McCrone H3N2 MH8052 4
0.011 flu-McCrone H3N2 MH8088 14
0.011 flu-McCrone H3N2 MH8089 10
0.011 flu-McCrone H3N2 MH8090 6
0.011 flu-McCrone H3N2 MH8125 35
0.011 flu-McCrone H3N2 MH8126 7
0.011 flu-McCrone H3N2 MH8129 7
0.011 flu-McCrone H3N2 MH8137 52
0.011 flu-McCrone H3N2 MH8155 2
0.011 flu-McCrone H3N2 MH8156 136
0.011 flu-McCrone H3N2 MH8158 2
0.011 flu-McCrone H3N2 MH8159 8
0.011 flu-McCrone H3N2 MH8160 5
0.011 flu-McCrone H3N2 MH8165 4
0.011 flu-McCrone H3N2 MH8183 3
0.011 flu-McCrone H3N2 MH8186 11
0.011 flu-McCrone H3N2 MH8308 3
0.011 flu-McCrone H3N2 MH8309 1
0.011 flu-McCrone H3N2 MH8354 6
0.011 flu-McCrone H3N2 MH8386 7
0.011 flu-McCrone H3N2 MH8390 30
0.011 flu-McCrone H3N2 MH8391 2
0.011 flu-McCrone H3N2 MH8392 1
0.011 flu-McCrone H3N2 MH8393 1
0.011 flu-McCrone H3N2 MH8396 1
0.011 flu-McCrone H3N2 MH8424 9
0.011 flu-McCrone H3N2 MH8439 5
0.011 flu-McCrone H3N2 MH8442 2
0.011 flu-McCrone H3N2 MH8445 5
0.011 flu-McCrone H3N2 MH8447 6
0.011 flu-McCrone H3N2 MH8586 3
0.011 flu-McCrone H3N2 MH8589 9
0.011 flu-McCrone H3N2 MH8592 5
0.011 flu-McCrone H3N2 MH8688 5
0.011 flu-McCrone H3N2 MH8690 11
0.011 flu-McCrone H3N2 MH8692 14
0.011 flu-McCrone H3N2 MH8700 6
0.011 flu-McCrone H3N2 MH8766 10
0.011 flu-McCrone H3N2 MH8922 3
0.011 flu-McCrone H3N2 MH8924 6
0.011 flu-McCrone H3N2 MH8925 4
0.011 flu-McCrone H3N2 MH9045 6
0.011 flu-McCrone H3N2 PC1A 1
0.011 flu-McCrone H3N2 Vic_pool 2
0.011 flu-McCrone pdmH1N1 1112 7
0.011 flu-McCrone pdmH1N1 1137 103
0.011 flu-McCrone pdmH1N1 1142 31
0.011 flu-McCrone pdmH1N1 1143 13
0.011 flu-McCrone pdmH1N1 1144 9
0.011 flu-McCrone pdmH1N1 1311 5
0.011 flu-McCrone pdmH1N1 1346 2
0.011 flu-McCrone pdmH1N1 1347 3
0.011 flu-McCrone pdmH1N1 1348 4
0.011 flu-McCrone pdmH1N1 1349 1
0.011 flu-McCrone pdmH1N1 1350 4
0.011 flu-McCrone pdmH1N1 1351 8
0.011 flu-McCrone pdmH1N1 1353 10
0.011 flu-McCrone pdmH1N1 1357 2
0.011 flu-McCrone pdmH1N1 1362 15
0.011 flu-McCrone pdmH1N1 1363 10
0.011 flu-McCrone pdmH1N1 1364 38
0.011 flu-McCrone pdmH1N1 1370 4
0.011 flu-McCrone pdmH1N1 1371 6
0.011 flu-McCrone pdmH1N1 1374 12
0.011 flu-McCrone pdmH1N1 1376 2
0.011 flu-McCrone pdmH1N1 1401 3
0.011 flu-McCrone pdmH1N1 1402 15
0.011 flu-McCrone pdmH1N1 1403 7
0.011 flu-McCrone pdmH1N1 1405 7
0.011 flu-McCrone pdmH1N1 1406 11
0.011 flu-McCrone pdmH1N1 1408 10
0.011 flu-McCrone pdmH1N1 1410 9
0.011 flu-McCrone pdmH1N1 1411 2
0.011 flu-McCrone pdmH1N1 1413 3
0.011 flu-McCrone pdmH1N1 1414 7
0.011 flu-McCrone pdmH1N1 1415 9
0.011 flu-McCrone pdmH1N1 Cali_pool 2
0.011 flu-Xue-acute H3N2 WSPHL1-1 18
0.011 flu-Xue-acute H3N2 WSPHL1-2 20
0.011 flu-Xue-acute H3N2 WSPHL2-1 15
0.011 flu-Xue-acute H3N2 WSPHL2-2 15
0.011 flu-Xue-acute H3N2 WSPHL3-1 20
0.011 flu-Xue-acute H3N2 WSPHL3-2 22
0.011 flu-Xue-acute H3N2 WSPHL4-1 19
0.011 flu-Xue-acute H3N2 WSPHL4-2 25
0.011 flu-Xue-acute H3N2 WSPHL5-1 52
0.011 flu-Xue-acute H3N2 WSPHL5-2 24
0.011 flu-Xue-acute H3N2 WSPHL6-1 17
0.011 flu-Xue-acute H3N2 WSPHL6-2 17
0.011 flu-Xue-acute H3N2 WSPHL7-1 15
0.011 flu-Xue-acute H3N2 WSPHL7-2 19
0.011 flu-Xue-acute H3N2 WSPHL8-1 21
0.011 flu-Xue-acute H3N2 WSPHL8-2 23
0.011 flu-Xue-acute H3N2 WSPHL9-1 26
0.011 flu-Xue-acute H3N2 WSPHL9-2 34
0 flu-Dinis pdmH1N1 U140093 0
0 flu-Dinis pdmH1N1 U140100 0
0 flu-Dinis pdmH1N1 U140146 0
0 flu-Dinis pdmH1N1 U140179 0
0 flu-Dinis pdmH1N1 U140189 0
0 flu-Dinis pdmH1N1 U140229 0
0 flu-Dinis pdmH1N1 U140243 0
0 flu-Dinis pdmH1N1 U140249 0
0 flu-Dinis pdmH1N1 V140032 0
0 flu-Dinis pdmH1N1 V140181 0
0 flu-Dinis pdmH1N1 V140187 0
0 flu-Dinis H3N2 U130016 0
0 flu-Dinis H3N2 U130203 0
0 flu-Dinis H3N2 U130237 0
0 flu-Dinis H3N2 U130485 0
0 flu-Dinis H3N2 U130749 0
0 flu-Dinis H3N2 U130975 0
0 flu-Dinis H3N2 U131166 0
0 flu-Dinis H3N2 U131221 0
0 flu-Dinis H3N2 U131392 0
0 flu-Dinis H3N2 V130075 0
0 flu-Dinis H3N2 V130122 0
0 flu-Dinis H3N2 V130302 0
0 flu-Dinis H3N2 V130536 0
0 flu-Dinis H3N2 V130636 0
0 flu-Dinis H3N2 V130701 0
0 flu-Dinis H3N2 V130747 0
0 flu-Dinis H3N2 V130755 0
0 flu-Dinis H3N2 V130764 0
0 flu-Dinis H3N2 V131145 0
0 flu-Dinis H3N2 V131172 0
0 flu-Dinis H3N2 V131208 0
0 flu-Dinis H3N2 V131358 0
0 flu-Debbink H3N2 011 0
0 flu-Debbink H3N2 510 0
0 flu-Debbink H3N2 530 0
0 flu-McCrone H3N2 1213 0
0 flu-McCrone H3N2 HS1253 0
0 flu-McCrone H3N2 HS1387 0
0 flu-McCrone H3N2 HS1391 0
0 flu-McCrone H3N2 HS1402 0
0 flu-McCrone H3N2 HS1509 0
0 flu-McCrone H3N2 HS1554 0
0 flu-McCrone H3N2 MH7842 0
0 flu-McCrone H3N2 MH8714 0
0 flu-McCrone H3N2 Perth_mp 0
0.012 flu-Barbezange H3N2 Barbezange-130 29
0.012 flu-Barbezange H3N2 Barbezange-155 5
0.012 flu-Barbezange H3N2 Barbezange-166 8
0.012 flu-Barbezange H3N2 Barbezange-171 7
0.012 flu-Barbezange H3N2 Barbezange-192 45
0.012 flu-Barbezange H3N2 Barbezange-202 8
0.012 flu-Barbezange H3N2 Barbezange-244 53
0.012 flu-Barbezange H3N2 Barbezange-249 10
0.012 flu-Barbezange H3N2 Barbezange-281 10
0.012 flu-Barbezange H3N2 Barbezange-284 4
0.012 flu-Barbezange H3N2 Barbezange-296 137
0.012 flu-Barbezange H3N2 Barbezange-329 20
0.012 flu-Barbezange H3N2 Barbezange-338 98
0.012 flu-Barbezange H3N2 Barbezange-342 2
0.012 flu-Barbezange H3N2 Barbezange-400 81
0.012 flu-Barbezange H3N2 Barbezange-427 12
0.012 flu-Barbezange H3N2 Barbezange-430 16
0.012 flu-Barbezange H3N2 Barbezange-438 3
0.012 flu-Barbezange H3N2 Barbezange-443 23
0.012 flu-Barbezange H3N2 Barbezange-446 9
0.012 flu-Barbezange H3N2 Barbezange-473 2
0.012 flu-Barbezange H3N2 Barbezange-485 7
0.012 flu-Barbezange H3N2 Barbezange-629 5
0.012 flu-Barbezange H3N2 Barbezange-641 57
0.012 flu-Barbezange H3N2 Barbezange-676 3
0.012 flu-Barbezange H3N2 Barbezange-718 31
0.012 flu-Barbezange H3N2 Barbezange-752 22
0.012 flu-Barbezange H3N2 Barbezange-760 13
0.012 flu-Barbezange H3N2 Barbezange-816 64
0.012 flu-Barbezange H3N2 Barbezange-822 4
0.012 flu-Barbezange H3N2 Barbezange-833 20
0.012 flu-Barbezange H3N2 Barbezange-858 3
0.012 flu-Barbezange H3N2 Barbezange-862 11
0.012 flu-Barbezange H3N2 Barbezange-915 88
0.012 flu-Barbezange H3N2 Barbezange-986 19
0.012 flu-Barbezange pdmH1N1 Barbezange-154 9
0.012 flu-Barbezange pdmH1N1 Barbezange-182 229
0.012 flu-Barbezange pdmH1N1 Barbezange-208 132
0.012 flu-Barbezange pdmH1N1 Barbezange-258 80
0.012 flu-Barbezange pdmH1N1 Barbezange-282 28
0.012 flu-Barbezange pdmH1N1 Barbezange-291 74
0.012 flu-Barbezange pdmH1N1 Barbezange-347 16
0.012 flu-Barbezange pdmH1N1 Barbezange-355 94
0.012 flu-Barbezange pdmH1N1 Barbezange-373 191
0.012 flu-Barbezange pdmH1N1 Barbezange-379 140
0.012 flu-Barbezange pdmH1N1 Barbezange-398 201
0.012 flu-Barbezange pdmH1N1 Barbezange-435 21
0.012 flu-Barbezange pdmH1N1 Barbezange-495 19
0.012 flu-Barbezange pdmH1N1 Barbezange-528 15
0.012 flu-Barbezange pdmH1N1 Barbezange-531 141
0.012 flu-Barbezange pdmH1N1 Barbezange-634 201
0.012 flu-Barbezange pdmH1N1 Barbezange-639 50
0.012 flu-Barbezange pdmH1N1 Barbezange-647 30
0.012 flu-Barbezange pdmH1N1 Barbezange-659 167
0.012 flu-Barbezange pdmH1N1 Barbezange-660 35
0.012 flu-Barbezange pdmH1N1 Barbezange-681 77
0.012 flu-Barbezange pdmH1N1 Barbezange-687 12
0.012 flu-Barbezange pdmH1N1 Barbezange-696 17
0.012 flu-Barbezange pdmH1N1 Barbezange-706 47
0.012 flu-Barbezange pdmH1N1 Barbezange-720 70
0.012 flu-Barbezange pdmH1N1 Barbezange-722 7
0.012 flu-Barbezange pdmH1N1 Barbezange-724 123
0.012 flu-Barbezange pdmH1N1 Barbezange-734 58
0.012 flu-Barbezange pdmH1N1 Barbezange-767 111
0.012 flu-Barbezange pdmH1N1 Barbezange-781 6
0.012 flu-Barbezange pdmH1N1 Barbezange-835 41
0.012 flu-Barbezange pdmH1N1 Barbezange-850 87
0.012 flu-Barbezange pdmH1N1 Barbezange-894 37
0.012 flu-Barbezange pdmH1N1 Barbezange-899 7
0.012 flu-Barbezange pdmH1N1 Barbezange-925 162
0.012 flu-Barbezange pdmH1N1 Barbezange-943 27
0.012 flu-Barbezange pdmH1N1 Barbezange-963 34
0.012 flu-Barbezange pdmH1N1 Barbezange-991 7
0.012 flu-Barbezange pdmH1N1 Barbezange-995 34
0.012 flu-Barbezange seasonalH1N1 Barbezange-122 20
0.012 flu-Barbezange seasonalH1N1 Barbezange-131 6
0.012 flu-Barbezange seasonalH1N1 Barbezange-144 2
0.012 flu-Barbezange seasonalH1N1 Barbezange-219 71
0.012 flu-Barbezange seasonalH1N1 Barbezange-220 12
0.012 flu-Barbezange seasonalH1N1 Barbezange-290 8
0.012 flu-Barbezange seasonalH1N1 Barbezange-337 3
0.012 flu-Barbezange seasonalH1N1 Barbezange-405 4
0.012 flu-Barbezange seasonalH1N1 Barbezange-442 32
0.012 flu-Barbezange seasonalH1N1 Barbezange-453 46
0.012 flu-Barbezange seasonalH1N1 Barbezange-459 64
0.012 flu-Barbezange seasonalH1N1 Barbezange-486 10
0.012 flu-Barbezange seasonalH1N1 Barbezange-534 9
0.012 flu-Barbezange seasonalH1N1 Barbezange-562 47
0.012 flu-Barbezange seasonalH1N1 Barbezange-578 1
0.012 flu-Barbezange seasonalH1N1 Barbezange-617 25
0.012 flu-Barbezange seasonalH1N1 Barbezange-624 36
0.012 flu-Barbezange seasonalH1N1 Barbezange-628 41
0.012 flu-Barbezange seasonalH1N1 Barbezange-671 148
0.012 flu-Barbezange seasonalH1N1 Barbezange-772 25
0.012 flu-Barbezange seasonalH1N1 Barbezange-776 6
0.012 flu-Barbezange seasonalH1N1 Barbezange-827 8
0.012 flu-Barbezange seasonalH1N1 Barbezange-866 52
0.012 flu-Barbezange seasonalH1N1 Barbezange-871 2
0.012 flu-Barbezange seasonalH1N1 Barbezange-895 70
0.012 flu-Barbezange seasonalH1N1 Barbezange-948 72
0.012 flu-Barbezange seasonalH1N1 Barbezange-960 15
0.012 flu-Debbink H3N2 002 1
0.012 flu-Debbink H3N2 003 14
0.012 flu-Debbink H3N2 004 127
0.012 flu-Debbink H3N2 005 8
0.012 flu-Debbink H3N2 006 29
0.012 flu-Debbink H3N2 007 2
0.012 flu-Debbink H3N2 008 10
0.012 flu-Debbink H3N2 010 8
0.012 flu-Debbink H3N2 012 2
0.012 flu-Debbink H3N2 013 7
0.012 flu-Debbink H3N2 014 15
0.012 flu-Debbink H3N2 015 7
0.012 flu-Debbink H3N2 016 6
0.012 flu-Debbink H3N2 017 4
0.012 flu-Debbink H3N2 018 4
0.012 flu-Debbink H3N2 019 3
0.012 flu-Debbink H3N2 020 8
0.012 flu-Debbink H3N2 022 8
0.012 flu-Debbink H3N2 023 29
0.012 flu-Debbink H3N2 024 24
0.012 flu-Debbink H3N2 025 3
0.012 flu-Debbink H3N2 026 4
0.012 flu-Debbink H3N2 027 1
0.012 flu-Debbink H3N2 028 4
0.012 flu-Debbink H3N2 029 3
0.012 flu-Debbink H3N2 030 13
0.012 flu-Debbink H3N2 031 1
0.012 flu-Debbink H3N2 033 3
0.012 flu-Debbink H3N2 034 5
0.012 flu-Debbink H3N2 036 29
0.012 flu-Debbink H3N2 037 40
0.012 flu-Debbink H3N2 038 33
0.012 flu-Debbink H3N2 039 4
0.012 flu-Debbink H3N2 040 28
0.012 flu-Debbink H3N2 041 7
0.012 flu-Debbink H3N2 042 4
0.012 flu-Debbink H3N2 043 4
0.012 flu-Debbink H3N2 044 27
0.012 flu-Debbink H3N2 046 2
0.012 flu-Debbink H3N2 047 4
0.012 flu-Debbink H3N2 049 6
0.012 flu-Debbink H3N2 050 8
0.012 flu-Debbink H3N2 051 4
0.012 flu-Debbink H3N2 052 5
0.012 flu-Debbink H3N2 054 3
0.012 flu-Debbink H3N2 055 7
0.012 flu-Debbink H3N2 056 2
0.012 flu-Debbink H3N2 057 3
0.012 flu-Debbink H3N2 058 32
0.012 flu-Debbink H3N2 059 37
0.012 flu-Debbink H3N2 061 2
0.012 flu-Debbink H3N2 064 5
0.012 flu-Debbink H3N2 066 10
0.012 flu-Debbink H3N2 067 7
0.012 flu-Debbink H3N2 068 42
0.012 flu-Debbink H3N2 070 34
0.012 flu-Debbink H3N2 071 4
0.012 flu-Debbink H3N2 072 10
0.012 flu-Debbink H3N2 073 4
0.012 flu-Debbink H3N2 074 7
0.012 flu-Debbink H3N2 075 21
0.012 flu-Debbink H3N2 076 10
0.012 flu-Debbink H3N2 077 33
0.012 flu-Debbink H3N2 078 6
0.012 flu-Debbink H3N2 079 7
0.012 flu-Debbink H3N2 080 25
0.012 flu-Debbink H3N2 081 7
0.012 flu-Debbink H3N2 082 8
0.012 flu-Debbink H3N2 083 31
0.012 flu-Debbink H3N2 084 17
0.012 flu-Debbink H3N2 085 5
0.012 flu-Debbink H3N2 086 1
0.012 flu-Debbink H3N2 088 8
0.012 flu-Debbink H3N2 089 7
0.012 flu-Debbink H3N2 090 14
0.012 flu-Debbink H3N2 091 32
0.012 flu-Debbink H3N2 092 28
0.012 flu-Debbink H3N2 093 13
0.012 flu-Debbink H3N2 094 21
0.012 flu-Debbink H3N2 095 7
0.012 flu-Debbink H3N2 096 18
0.012 flu-Debbink H3N2 098 3
0.012 flu-Debbink H3N2 100 2
0.012 flu-Debbink H3N2 101 2
0.012 flu-Debbink H3N2 103 3
0.012 flu-Debbink H3N2 104 10
0.012 flu-Debbink H3N2 105 8
0.012 flu-Debbink H3N2 106 1
0.012 flu-Debbink H3N2 400 352
0.012 flu-Debbink H3N2 401 8
0.012 flu-Debbink H3N2 402 127
0.012 flu-Debbink H3N2 403 45
0.012 flu-Debbink H3N2 404 2
0.012 flu-Debbink H3N2 406 107
0.012 flu-Debbink H3N2 407 29
0.012 flu-Debbink H3N2 409 93
0.012 flu-Debbink H3N2 411 16
0.012 flu-Debbink H3N2 412 26
0.012 flu-Debbink H3N2 414 16
0.012 flu-Debbink H3N2 415 28
0.012 flu-Debbink H3N2 426 37
0.012 flu-Debbink H3N2 427 227
0.012 flu-Debbink H3N2 501 24
0.012 flu-Debbink H3N2 503 9
0.012 flu-Debbink H3N2 504 24
0.012 flu-Debbink H3N2 506 70
0.012 flu-Debbink H3N2 507 10
0.012 flu-Debbink H3N2 508 14
0.012 flu-Debbink H3N2 509 21
0.012 flu-Debbink H3N2 511 2
0.012 flu-Debbink H3N2 512 49
0.012 flu-Debbink H3N2 515 24
0.012 flu-Debbink H3N2 517 13
0.012 flu-Debbink H3N2 520 32
0.012 flu-Debbink H3N2 524 25
0.012 flu-Debbink H3N2 525 192
0.012 flu-Debbink H3N2 528 54
0.012 flu-Debbink H3N2 529 6
0.012 flu-Debbink H3N2 Brisbane 4
0.012 flu-Debbink H3N2 Cal-H3N2 5
0.012 flu-Dinis H3N2 U130164 1
0.012 flu-Dinis H3N2 U130283 5
0.012 flu-Dinis H3N2 U130482 18
0.012 flu-Dinis H3N2 U130506 6
0.012 flu-Dinis H3N2 U130518 1
0.012 flu-Dinis H3N2 U130585 2
0.012 flu-Dinis H3N2 U130593 4
0.012 flu-Dinis H3N2 U130648 1
0.012 flu-Dinis H3N2 U130653 2
0.012 flu-Dinis H3N2 U130661 1
0.012 flu-Dinis H3N2 U130717 1
0.012 flu-Dinis H3N2 U130728 10
0.012 flu-Dinis H3N2 U130729 3
0.012 flu-Dinis H3N2 U130773 3
0.012 flu-Dinis H3N2 U130780 3
0.012 flu-Dinis H3N2 U130890 4
0.012 flu-Dinis H3N2 U131012 1
0.012 flu-Dinis H3N2 U131062 2
0.012 flu-Dinis H3N2 U131069 3
0.012 flu-Dinis H3N2 U131142 4
0.012 flu-Dinis H3N2 U131146 9
0.012 flu-Dinis H3N2 U131155 2
0.012 flu-Dinis H3N2 U131171 4
0.012 flu-Dinis H3N2 U131291 6
0.012 flu-Dinis H3N2 U131359 20
0.012 flu-Dinis H3N2 U131545 3
0.012 flu-Dinis H3N2 V130083 4
0.012 flu-Dinis H3N2 V130176 8
0.012 flu-Dinis H3N2 V130179 2
0.012 flu-Dinis H3N2 V130258 3
0.012 flu-Dinis H3N2 V130286 17
0.012 flu-Dinis H3N2 V130470 3
0.012 flu-Dinis H3N2 V130651 1
0.012 flu-Dinis H3N2 V130659 3
0.012 flu-Dinis H3N2 V130744 11
0.012 flu-Dinis H3N2 V130800 2
0.012 flu-Dinis H3N2 V130828 1
0.012 flu-Dinis H3N2 V131003 4
0.012 flu-Dinis H3N2 V131150 1
0.012 flu-Dinis H3N2 V131159 5
0.012 flu-Dinis H3N2 V131184 2
0.012 flu-Dinis H3N2 V131188 2
0.012 flu-Dinis H3N2 V131305 9
0.012 flu-Dinis H3N2 V131329 8
0.012 flu-Dinis pdmH1N1 U140092 4
0.012 flu-Dinis pdmH1N1 U140097 12
0.012 flu-Dinis pdmH1N1 U140103 7
0.012 flu-Dinis pdmH1N1 U140104 3
0.012 flu-Dinis pdmH1N1 U140106 1
0.012 flu-Dinis pdmH1N1 U140116 1
0.012 flu-Dinis pdmH1N1 U140118 3
0.012 flu-Dinis pdmH1N1 U140119 3
0.012 flu-Dinis pdmH1N1 U140123 1
0.012 flu-Dinis pdmH1N1 U140126 12
0.012 flu-Dinis pdmH1N1 U140136 1
0.012 flu-Dinis pdmH1N1 U140144 6
0.012 flu-Dinis pdmH1N1 U140148 2
0.012 flu-Dinis pdmH1N1 U140154 4
0.012 flu-Dinis pdmH1N1 U140168 10
0.012 flu-Dinis pdmH1N1 U140173 6
0.012 flu-Dinis pdmH1N1 U140185 7
0.012 flu-Dinis pdmH1N1 U140208 6
0.012 flu-Dinis pdmH1N1 U140219 13
0.012 flu-Dinis pdmH1N1 U140225 1
0.012 flu-Dinis pdmH1N1 U140244 1
0.012 flu-Dinis pdmH1N1 U140247 5
0.012 flu-Dinis pdmH1N1 U140248 3
0.012 flu-Dinis pdmH1N1 U140261 11
0.012 flu-Dinis pdmH1N1 V140022 4
0.012 flu-Dinis pdmH1N1 V140094 1
0.012 flu-Dinis pdmH1N1 V140172 3
0.012 flu-Dinis pdmH1N1 V140211 1
0.012 flu-Dinis pdmH1N1 V140222 7
0.012 flu-Dinis pdmH1N1 V140227 3
0.012 flu-Dinis pdmH1N1 V140241 1
0.012 flu-Dinis pdmH1N1 V140258 1
0.012 flu-Dinis pdmH1N1 V140586 3
0.012 flu-Dinis pdmH1N1 V140687 4
0.012 flu-Dinis pdmH1N1 V140704 3
0.012 flu-McCrone H3N2 1102 3
0.012 flu-McCrone H3N2 1121 6
0.012 flu-McCrone H3N2 1122 3
0.012 flu-McCrone H3N2 1125 7
0.012 flu-McCrone H3N2 1134 3
0.012 flu-McCrone H3N2 1139 6
0.012 flu-McCrone H3N2 1149 2
0.012 flu-McCrone H3N2 1150 8
0.012 flu-McCrone H3N2 1153 1
0.012 flu-McCrone H3N2 1154 1
0.012 flu-McCrone H3N2 1162 3
0.012 flu-McCrone H3N2 1164 6
0.012 flu-McCrone H3N2 1165 4
0.012 flu-McCrone H3N2 1168 8
0.012 flu-McCrone H3N2 1171 6
0.012 flu-McCrone H3N2 1173 1
0.012 flu-McCrone H3N2 1174 5
0.012 flu-McCrone H3N2 1175 3
0.012 flu-McCrone H3N2 1179 5
0.012 flu-McCrone H3N2 1185 3
0.012 flu-McCrone H3N2 1201 10
0.012 flu-McCrone H3N2 1203 10
0.012 flu-McCrone H3N2 1204 6
0.012 flu-McCrone H3N2 1205 7
0.012 flu-McCrone H3N2 1217 22
0.012 flu-McCrone H3N2 1221 3
0.012 flu-McCrone H3N2 1225 10
0.012 flu-McCrone H3N2 1227 4
0.012 flu-McCrone H3N2 1228 11
0.012 flu-McCrone H3N2 1229 4
0.012 flu-McCrone H3N2 1230 11
0.012 flu-McCrone H3N2 1231 5
0.012 flu-McCrone H3N2 1232 5
0.012 flu-McCrone H3N2 1237 11
0.012 flu-McCrone H3N2 1238 6
0.012 flu-McCrone H3N2 1240 4
0.012 flu-McCrone H3N2 1241 15
0.012 flu-McCrone H3N2 1245 1
0.012 flu-McCrone H3N2 1303 4
0.012 flu-McCrone H3N2 1305 6
0.012 flu-McCrone H3N2 1307 6
0.012 flu-McCrone H3N2 1310 8
0.012 flu-McCrone H3N2 1313 4
0.012 flu-McCrone H3N2 1317 4
0.012 flu-McCrone H3N2 1321 3
0.012 flu-McCrone H3N2 1323 3
0.012 flu-McCrone H3N2 1340 6
0.012 flu-McCrone H3N2 HS1250 1
0.012 flu-McCrone H3N2 HS1255 3
0.012 flu-McCrone H3N2 HS1256 4
0.012 flu-McCrone H3N2 HS1284 4
0.012 flu-McCrone H3N2 HS1294 11
0.012 flu-McCrone H3N2 HS1313 1
0.012 flu-McCrone H3N2 HS1327 1
0.012 flu-McCrone H3N2 HS1328 2
0.012 flu-McCrone H3N2 HS1335 4
0.012 flu-McCrone H3N2 HS1336 7
0.012 flu-McCrone H3N2 HS1340 4
0.012 flu-McCrone H3N2 HS1341 6
0.012 flu-McCrone H3N2 HS1342 6
0.012 flu-McCrone H3N2 HS1345 10
0.012 flu-McCrone H3N2 HS1349 4
0.012 flu-McCrone H3N2 HS1351 3
0.012 flu-McCrone H3N2 HS1357 1
0.012 flu-McCrone H3N2 HS1364 5
0.012 flu-McCrone H3N2 HS1367 1
0.012 flu-McCrone H3N2 HS1369 4
0.012 flu-McCrone H3N2 HS1375 11
0.012 flu-McCrone H3N2 HS1376 6
0.012 flu-McCrone H3N2 HS1377 5
0.012 flu-McCrone H3N2 HS1381 10
0.012 flu-McCrone H3N2 HS1385 2
0.012 flu-McCrone H3N2 HS1388 6
0.012 flu-McCrone H3N2 HS1390 8
0.012 flu-McCrone H3N2 HS1392 1
0.012 flu-McCrone H3N2 HS1393 1
0.012 flu-McCrone H3N2 HS1394 1
0.012 flu-McCrone H3N2 HS1401 1
0.012 flu-McCrone H3N2 HS1405 1
0.012 flu-McCrone H3N2 HS1408 10
0.012 flu-McCrone H3N2 HS1409 2
0.012 flu-McCrone H3N2 HS1413 5
0.012 flu-McCrone H3N2 HS1416 3
0.012 flu-McCrone H3N2 HS1417 2
0.012 flu-McCrone H3N2 HS1421 3
0.012 flu-McCrone H3N2 HS1425 10
0.012 flu-McCrone H3N2 HS1427 4
0.012 flu-McCrone H3N2 HS1445 2
0.012 flu-McCrone H3N2 HS1448 1
0.012 flu-McCrone H3N2 HS1450 2
0.012 flu-McCrone H3N2 HS1455 5
0.012 flu-McCrone H3N2 HS1457 5
0.012 flu-McCrone H3N2 HS1460 2
0.012 flu-McCrone H3N2 HS1461 2
0.012 flu-McCrone H3N2 HS1463 1
0.012 flu-McCrone H3N2 HS1465 1
0.012 flu-McCrone H3N2 HS1473 4
0.012 flu-McCrone H3N2 HS1474 3
0.012 flu-McCrone H3N2 HS1484 3
0.012 flu-McCrone H3N2 HS1487 1
0.012 flu-McCrone H3N2 HS1500 5
0.012 flu-McCrone H3N2 HS1505 4
